"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1229","Census Tract 207302","815","Census Tract 117408","1/6/2019 - 31/8/2019, Every day, Daily Average",2032,1481,2787
"1229","Census Tract 207302","819","Census Tract 119001","1/6/2019 - 31/8/2019, Every day, Daily Average",1873,1319,2657
"1229","Census Tract 207302","820","Census Tract 119002","1/6/2019 - 31/8/2019, Every day, Daily Average",2011,1435,2816
"1229","Census Tract 207302","822","Census Tract 119202","1/6/2019 - 31/8/2019, Every day, Daily Average",1911,1388,2630
"1229","Census Tract 207302","829","Census Tract 119700","1/6/2019 - 31/8/2019, Every day, Daily Average",2072,1494,2872
"1229","Census Tract 207302","831","Census Tract 119900","1/6/2019 - 31/8/2019, Every day, Daily Average",2355,1687,3286
"1229","Census Tract 207302","836","Census Tract 120104","1/6/2019 - 31/8/2019, Every day, Daily Average",2518,1811,3500
"1229","Census Tract 207302","842","Census Tract 120400","1/6/2019 - 31/8/2019, Every day, Daily Average",2185,1605,2972
"1229","Census Tract 207302","843","Census Tract 121010","1/6/2019 - 31/8/2019, Every day, Daily Average",1685,1223,2319
"1229","Census Tract 207302","844","Census Tract 121020","1/6/2019 - 31/8/2019, Every day, Daily Average",1639,1171,2292
"1229","Census Tract 207302","845","Census Tract 121101","1/6/2019 - 31/8/2019, Every day, Daily Average",1766,1293,2411
"1229","Census Tract 207302","846","Census Tract 121102","1/6/2019 - 31/8/2019, Every day, Daily Average",1835,1352,2490
"1229","Census Tract 207302","847","Census Tract 121210","1/6/2019 - 31/8/2019, Every day, Daily Average",1738,1283,2352
"1229","Census Tract 207302","848","Census Tract 121221","1/6/2019 - 31/8/2019, Every day, Daily Average",1932,1419,2629
"1229","Census Tract 207302","849","Census Tract 121222","1/6/2019 - 31/8/2019, Every day, Daily Average",1919,1415,2601
"1229","Census Tract 207302","850","Census Tract 121600","1/6/2019 - 31/8/2019, Every day, Daily Average",1560,1131,2150
"1229","Census Tract 207302","852","Census Tract 121802","1/6/2019 - 31/8/2019, Every day, Daily Average",1936,1353,2768
"1229","Census Tract 207302","853","Census Tract 121900","1/6/2019 - 31/8/2019, Every day, Daily Average",1915,1400,2618
"1229","Census Tract 207302","854","Census Tract 122000","1/6/2019 - 31/8/2019, Every day, Daily Average",1675,1209,2320
"1229","Census Tract 207302","857","Census Tract 122122","1/6/2019 - 31/8/2019, Every day, Daily Average",1871,1353,2585
"1229","Census Tract 207302","858","Census Tract 122200","1/6/2019 - 31/8/2019, Every day, Daily Average",1805,1298,2509
"1229","Census Tract 207302","859","Census Tract 122410","1/6/2019 - 31/8/2019, Every day, Daily Average",1717,1266,2327
"1229","Census Tract 207302","863","Census Tract 123103","1/6/2019 - 31/8/2019, Every day, Daily Average",2138,1545,2958
"1229","Census Tract 207302","864","Census Tract 123104","1/6/2019 - 31/8/2019, Every day, Daily Average",1827,1303,2560
"1229","Census Tract 207302","865","Census Tract 123203","1/6/2019 - 31/8/2019, Every day, Daily Average",1865,1314,2645
"1229","Census Tract 207302","866","Census Tract 123204","1/6/2019 - 31/8/2019, Every day, Daily Average",1868,1322,2637
"1229","Census Tract 207302","869","Census Tract 123301","1/6/2019 - 31/8/2019, Every day, Daily Average",1619,1142,2293
"1229","Census Tract 207302","870","Census Tract 123303","1/6/2019 - 31/8/2019, Every day, Daily Average",1775,1272,2476
"1229","Census Tract 207302","871","Census Tract 123304","1/6/2019 - 31/8/2019, Every day, Daily Average",1540,1097,2161
"1229","Census Tract 207302","872","Census Tract 123410","1/6/2019 - 31/8/2019, Every day, Daily Average",1942,1360,2771
"1229","Census Tract 207302","873","Census Tract 123420","1/6/2019 - 31/8/2019, Every day, Daily Average",1911,1340,2723
"1229","Census Tract 207302","875","Census Tract 123520","1/6/2019 - 31/8/2019, Every day, Daily Average",1959,1394,2752
"1229","Census Tract 207302","876","Census Tract 123601","1/6/2019 - 31/8/2019, Every day, Daily Average",2063,1420,2995
"1229","Census Tract 207302","877","Census Tract 123602","1/6/2019 - 31/8/2019, Every day, Daily Average",2223,1510,3271
"1229","Census Tract 207302","878","Census Tract 123700","1/6/2019 - 31/8/2019, Every day, Daily Average",1814,1257,2617
