"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1229","Census Tract 207302","1765","Census Tract 482202","1/1/2019 - 1/3/2019, Every day, Daily Average",1579,1069,2330
"1229","Census Tract 207302","1766","Census Tract 482600","1/1/2019 - 1/3/2019, Every day, Daily Average",1533,1069,2197
"1229","Census Tract 207302","1767","Census Tract 482701","1/1/2019 - 1/3/2019, Every day, Daily Average",990,674,1453
"1229","Census Tract 207302","1768","Census Tract 482702","1/1/2019 - 1/3/2019, Every day, Daily Average",1457,1004,2113
"1229","Census Tract 207302","1769","Census Tract 482800","1/1/2019 - 1/3/2019, Every day, Daily Average",1164,810,1672
"1229","Census Tract 207302","1770","Census Tract 530400","1/1/2019 - 1/3/2019, Every day, Daily Average",930,649,1330
"1229","Census Tract 207302","1773","Census Tract 550100","1/1/2019 - 1/3/2019, Every day, Daily Average",1653,1114,2451
"1229","Census Tract 207302","1775","Census Tract 550202","1/1/2019 - 1/3/2019, Every day, Daily Average",1616,1084,2407
"1229","Census Tract 207302","1776","Census Tract 550300","1/1/2019 - 1/3/2019, Every day, Daily Average",1580,1051,2373
"1229","Census Tract 207302","1777","Census Tract 551900","1/1/2019 - 1/3/2019, Every day, Daily Average",1753,1154,2662
"1229","Census Tract 207302","1781","Census Tract 552200","1/1/2019 - 1/3/2019, Every day, Daily Average",1727,1168,2551
"1229","Census Tract 207302","1782","Census Tract 552301","1/1/2019 - 1/3/2019, Every day, Daily Average",1984,1391,2828
"1229","Census Tract 207302","1783","Census Tract 552302","1/1/2019 - 1/3/2019, Every day, Daily Average",1884,1380,2571
"1229","Census Tract 207302","1784","Census Tract 552400","1/1/2019 - 1/3/2019, Every day, Daily Average",2014,1449,2797
"1229","Census Tract 207302","1786","Census Tract 552602","1/1/2019 - 1/3/2019, Every day, Daily Average",2192,1647,2917
"1229","Census Tract 207302","1787","Census Tract 552700","1/1/2019 - 1/3/2019, Every day, Daily Average",2004,1444,2780
"1229","Census Tract 207302","1790","Census Tract 553000","1/1/2019 - 1/3/2019, Every day, Daily Average",1810,1210,2705
"1229","Census Tract 207302","1797","Census Tract 542104","1/1/2019 - 1/3/2019, Every day, Daily Average",1693,1112,2575
"1229","Census Tract 207302","1798","Census Tract 542106","1/1/2019 - 1/3/2019, Every day, Daily Average",1706,1123,2590
"1229","Census Tract 207302","1800","Census Tract 553503","1/1/2019 - 1/3/2019, Every day, Daily Average",2151,1418,3261
"1229","Census Tract 207302","1802","Census Tract 553601","1/1/2019 - 1/3/2019, Every day, Daily Average",1904,1254,2888
